anr,datum,legisjahr,rechtsform_name,titel_kurz_d,anzahl,beteiligung,annahme,volkja-proz,berecht,stimmen,gultig,leer,hauptgruppe,untergruppe,kleinstgruppe,br-pos,sr-pos,nr-pos,bv-pos,srja,srnein,nrja,nrnein,sammeltempo,p-fdp,p-sps,p-svp,p-mitte,p-evp,p-gps,p-glp,p-ucsp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,anneepolitique,curiavista-de,swissvoteslink,rechtsform
535.0,2008-11-30,2007-2011,Volksinitiative,Initiative für die Unverjährbarkeit pornografischer Straftaten an Kindern,5,47.52,1.0,51.87,4996626.0,2374312.0,2325442.0,40912.0,Staatsordnung,Rechtsordnung,Strafrecht,2.0,2,2,2,0,41,19,163,218,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/1701,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20070063,https://swissvotes.ch/vote/535.00,3
536.0,2008-11-30,2007-2011,Volksinitiative,Initiative «für ein flexibles AHV-Alter»,5,47.64,0.0,41.38,4996626.0,2380196.0,2344819.0,27686.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,AHV,2.0,2,2,2,7,32,61,127,380,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,2.0,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/31334,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20060107,https://swissvotes.ch/vote/536.00,3
537.0,2008-11-30,2007-2011,Volksinitiative,Verbandsbeschwerderechts-Initiative,5,47.22,0.0,34.0,4996626.0,2359213.0,2275233.0,75453.0,Umwelt & Lebensraum,Umwelt,Natur- und Heimatschutz,2.0,2,2,2,9,30,90,94,220,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,,,,1.0,1.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/25665,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20070046,https://swissvotes.ch/vote/537.00,3
538.0,2008-11-30,2007-2011,Volksinitiative,Initiative «für eine vernünftige Hanf-Politik»,5,47.34,0.0,36.75,4996626.0,2365431.0,2304885.0,52198.0,Sozial- und Gesellschaftspolitik,Gesundheit,Suchtmittel,2.0,2,2,2,18,19,73,111,196,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,,2.0,2.0,2.0,,,,,2.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/29119,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20060106,https://swissvotes.ch/vote/538.00,3
539.0,2008-11-30,2007-2011,Fakultatives Referendum,Betäubungsmittelgesetz,5,47.14,1.0,68.08,4996626.0,2355412.0,2264920.0,82003.0,Sozial- und Gesellschaftspolitik,Gesundheit,Suchtmittel,1.0,1,1,1,42,0,114,68,520,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,,1.0,1.0,2.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/29135,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20050470,https://swissvotes.ch/vote/539.00,2
540.0,2009-02-08,2007-2011,Fakultatives Referendum,Weiterführung der Personenfreizügigkeit Schweiz–EU und Ausdehnung auf Bulgarien und Rumänien,1,51.44,1.0,59.61,4999618.0,2572040.0,2545031.0,18897.0,Aussenpolitik,Europapolitik,EU,1.0,1,1,1,35,2,143,40,513,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/11015,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20080029,https://swissvotes.ch/vote/540.00,2
541.0,2009-05-17,2007-2011,Direkter Gegenentwurf,Verfassungsartikel zur Komplementärmedizin,2,38.8,1.0,67.03,5010873.0,1944259.0,1915454.0,23413.0,Sozial- und Gesellschaftspolitik,Gesundheit,Gesundheitspolitik,1.0,1,1,1,41,0,152,16,0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,,,,,2.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/28318,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20060066,https://swissvotes.ch/vote/541.00,4
542.0,2009-05-17,2007-2011,Fakultatives Referendum,Einführung des biometrischen Passes,2,38.77,1.0,50.15,5010873.0,1942857.0,1900666.0,36473.0,Staatsordnung,Rechtsordnung,Datenschutz,1.0,1,1,1,36,2,94,81,637,1.0,2.0,2.0,,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/2620,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20070039,https://swissvotes.ch/vote/542.00,2
543.0,2009-09-27,2007-2011,Obligatorisches Referendum,Zusatzfinanzierung der Invalidenversicherung,2,41.01,1.0,54.56,5030915.0,2063128.0,2039548.0,17630.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,Invalidenversicherung,1.0,1,1,1,34,4,114,9,0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/dossiers/48,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20050053,https://swissvotes.ch/vote/543.00,1
544.0,2009-09-27,2007-2011,Obligatorisches Referendum,Verzicht auf die Einführung der allgemeinen Volksinitiative,2,40.43,1.0,67.88,5030915.0,2034093.0,1925901.0,100726.0,Staatsordnung,Volksrechte,Initiative,1.0,1,1,1,42,0,178,1,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/4182,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20060458,https://swissvotes.ch/vote/544.00,1
545.0,2009-11-29,2007-2011,Obligatorisches Referendum,Spezialfinanzierung für Aufgaben im Luftverkehr,3,52.63,1.0,64.99,5039676.0,2652205.0,2476795.0,163305.0,Verkehr & Infrastruktur,Luftverkehr,,1.0,1,1,1,33,7,124,63,0,1.0,5.0,1.0,,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/dossiers/299,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20070066,https://swissvotes.ch/vote/545.00,1
546.0,2009-11-29,2007-2011,Volksinitiative,Initiative «Für ein Verbot von Kriegsmaterial-Exporten»,3,53.39,0.0,31.77,5039676.0,2690488.0,2635288.0,45910.0,Aussenpolitik,Aussenwirtschaftspolitik,,2.0,2,2,2,7,35,63,131,242,2.0,1.0,2.0,,5.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,,,2.0,2.0,2.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/11860,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20080060,https://swissvotes.ch/vote/546.00,3
547.0,2009-11-29,2007-2011,Volksinitiative,Initiative «Gegen den Bau von Minaretten»,3,53.76,1.0,57.5,5039676.0,2709287.0,2669450.0,30519.0,"Kultur, Religion & Medien","Religion, Kirchen",,2.0,2,2,2,3,39,51,132,262,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,,,,,2.0,3.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/36936,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20080061,https://swissvotes.ch/vote/547.00,3
548.0,2010-03-07,2007-2011,Obligatorisches Referendum,Verfassungsartikel über die Forschung am Menschen,3,45.49,1.0,77.21,5051169.0,2297548.0,2212655.0,75974.0,Bildung & Forschung,Forschung,,1.0,1,1,1,40,0,114,61,0,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,,1.0,2.0,1.0,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/34488,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20070072,https://swissvotes.ch/vote/548.00,1
549.0,2010-03-07,2007-2011,Volksinitiative,Tierschutzanwalt-Initiative,3,45.82,0.0,29.5,5051169.0,2314490.0,2276872.0,30171.0,Umwelt & Lebensraum,Umwelt,Tierschutz,2.0,2,2,2,6,30,50,130,268,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,,2.0,,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/17161,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20080036,https://swissvotes.ch/vote/549.00,3
550.0,2010-03-07,2007-2011,Fakultatives Referendum,Berufliche Vorsorge: Anpassung des Mindestumwandlungssatzes,3,45.75,0.0,27.27,5051169.0,2311052.0,2263578.0,39967.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,Berufliche Vorsorge,1.0,1,1,1,35,1,126,62,1334,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/29876,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20060092,https://swissvotes.ch/vote/550.00,2
551.0,2010-09-26,2007-2011,Fakultatives Referendum,Revision des Arbeitslosenversicherungsgesetzes,1,35.84,1.0,53.42,5077180.0,1819477.0,1795014.0,19165.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,Arbeitslosenversicherung,1.0,1,1,1,32,12,91,64,774,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/29994,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20080062,https://swissvotes.ch/vote/551.00,2
552.1,2010-11-28,2007-2011,Volksinitiative,Ausschaffungsinitiative,2,52.93,1.0,52.91,5084053.0,2690799.0,2641865.0,38979.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Migrations- und Integrationspolitik,2.0,2,2,2,5,26,82,92,959,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,,,,,,,,2.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/31823,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20090060,https://swissvotes.ch/vote/552.10,3
552.2,2010-11-28,2007-2011,Direkter Gegenentwurf,Gegenentwurf zur Ausschaffungsinitiative,2,52.93,0.0,45.79,5084053.0,2690799.0,2597099.0,83745.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Migrations- und Integrationspolitik,1.0,1,1,1,35,6,93,88,0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/31823,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20090060,https://swissvotes.ch/vote/552.20,4
552.3,2010-11-28,2007-2011,Stichfrage,Stichfrage zu Ausschaffungsinitiative und Gegenentwurf,2,52.93,,49.63,5084053.0,2690799.0,2524126.0,156718.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Migrations- und Integrationspolitik,8.0,8,8,8,5,26,82,92,0,8.0,8.0,9.0,,8.0,,8.0,,,9.0,9.0,9.0,9.0,8.0,,8.0,8.0,,,,,,,,8.0,8.0,8.0,,,,,,,8.0,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/31823,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20090060,https://swissvotes.ch/vote/552.30,5
553.0,2010-11-28,2007-2011,Volksinitiative,«Steuergerechtigkeits-Initiative»,2,52.36,0.0,41.54,5084053.0,2662110.0,2583818.0,68564.0,Öffentliche Finanzen,Steuerwesen,Steuerpolitik,2.0,2,2,2,11,29,64,128,197,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/17996,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20090031,https://swissvotes.ch/vote/553.00,3
554.0,2011-02-13,2007-2011,Volksinitiative,Initiative «Für den Schutz vor Waffengewalt»,1,49.12,0.0,43.7,5091652.0,2501260.0,2479124.0,15117.0,Staatsordnung,Rechtsordnung,,2.0,2,2,2,11,30,69,119,197,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/1918,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20090098,https://swissvotes.ch/vote/554.00,3
555.0,2012-03-11,2011-2015,Volksinitiative,Zweitwohnungsinitiative,5,45.18,1.0,50.63,5139055.0,2321951.0,2276400.0,38798.0,Umwelt & Lebensraum,Boden,Raumplanung,2.0,2,2,2,10,29,61,123,199,2.0,1.0,2.0,,1.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,,2.0,,2.0,2.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/24579,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20080073,https://swissvotes.ch/vote/555.00,3
556.0,2012-03-11,2011-2015,Volksinitiative,Initiative «Für ein steuerlich begünstigtes Bausparen»,5,44.99,0.0,44.19,5139055.0,2311923.0,2218098.0,86188.0,Umwelt & Lebensraum,Wohnen,"Wohnungsbau, Wohneigentum",2.0,3,3,3,.,.,.,.,258,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/dossiers/351,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20090074,https://swissvotes.ch/vote/556.00,3
557.0,2012-03-11,2011-2015,Volksinitiative,Initiative «6 Wochen Ferien für alle»,5,45.42,0.0,33.5,5139055.0,2334005.0,2303703.0,23794.0,Wirtschaft,Arbeit und Beschäftigung,Arbeitszeit,2.0,2,2,2,10,32,61,122,204,2.0,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,,2.0,2.0,,,,,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/26899,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20100057,https://swissvotes.ch/vote/557.00,3
558.0,2012-03-11,2011-2015,Direkter Gegenentwurf,Regelung der Geldspiele zugunsten gemeinnütziger Zwecke,5,44.77,1.0,87.09,5139055.0,2300568.0,2200290.0,92758.0,Wirtschaft,Wirtschaftspolitik,Strukturpolitik,1.0,1,1,1,34,0,140,3,0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/13359,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20100093,https://swissvotes.ch/vote/558.00,4
559.0,2012-03-11,2011-2015,Fakultatives Referendum,Gesetz über die Buchpreisbindung,5,44.86,0.0,43.92,5139055.0,2305239.0,2200855.0,96702.0,"Kultur, Religion & Medien",Kulturpolitik,,1.0,1,1,1,23,19,96,86,614,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,1.0,2.0,,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/36543,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20040430,https://swissvotes.ch/vote/559.00,2
560.0,2012-06-17,2011-2015,Volksinitiative,Initiative «Eigene vier Wände dank Bausparen»,3,38.53,0.0,31.09,5149086.0,1984038.0,1934288.0,44095.0,Umwelt & Lebensraum,Wohnen,"Wohnungsbau, Wohneigentum",2.0,2,1,3,16,24,98,62,225,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,2.0,5.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/24789,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20090074,https://swissvotes.ch/vote/560.00,3
561.0,2012-06-17,2011-2015,Volksinitiative,Initiative «Staatsverträge vors Volk!»,3,38.53,0.0,24.72,5149086.0,1983704.0,1942832.0,35344.0,Aussenpolitik,Aussenpolitische Grundhaltung,,2.0,2,2,2,6,36,56,139,207,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,2.0,2.0,,,,,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/dossiers/475,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20100090,https://swissvotes.ch/vote/561.00,3
562.0,2012-06-17,2011-2015,Fakultatives Referendum,Gesetz über die Krankenversicherung (Managed Care),3,38.65,0.0,23.95,5149086.0,1990232.0,1949529.0,35211.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,Kranken- und Unfallversicherung,1.0,1,1,1,28,6,133,46,1312,1.0,2.0,2.0,,1.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,,2.0,,1.0,2.0,,,,,1.0,,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/30385,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20040062,https://swissvotes.ch/vote/562.00,2
563.0,2012-09-23,2011-2015,Direkter Gegenentwurf,Bundesbeschluss über die Jugendmusikförderung,3,42.41,1.0,72.69,5160811.0,2188758.0,2135276.0,46630.0,Bildung & Forschung,Schulen,,1.0,1,1,1,30,6,139,37,0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/35628,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20090095,https://swissvotes.ch/vote/563.00,4
564.0,2012-09-23,2011-2015,Volksinitiative,Initiative «Sicheres Wohnen im Alter»,3,42.53,0.0,47.39,5160811.0,2194727.0,2139511.0,48172.0,Umwelt & Lebensraum,Wohnen,"Wohnungsbau, Wohneigentum",2.0,2,2,2,6,36,77,119,209,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,2.0,2.0,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/24792,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20100060,https://swissvotes.ch/vote/564.00,3
565.0,2012-09-23,2011-2015,Volksinitiative,Initiative «Schutz vor Passivrauchen»,3,42.81,0.0,34.01,5160811.0,2209395.0,2179190.0,23580.0,Sozial- und Gesellschaftspolitik,Gesundheit,Suchtmittel,2.0,2,2,2,7,28,52,138,319,2.0,1.0,2.0,,1.0,1.0,2.0,5.0,5.0,1.0,1.0,2.0,,1.0,,2.0,2.0,,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/29047,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20110025,https://swissvotes.ch/vote/565.00,3
566.0,2012-11-25,2011-2015,Fakultatives Referendum,Tierseuchengesetz,1,27.6,1.0,68.28,5166732.0,1425830.0,1385704.0,35888.0,Landwirtschaft,Tierische Produktion,,1.0,1,1,1,43,0,192,1,511,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,2.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/15975,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20110059,https://swissvotes.ch/vote/566.00,2
567.0,2013-03-03,2011-2015,Obligatorisches Referendum,Bundesbeschluss über die Familienpolitik,3,46.61,0.0,54.35,5174961.0,2412095.0,2362482.0,42998.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Familienpolitik,1.0,1,1,1,28,12,129,57,0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,,5.0,2.0,2.0,,2.0,,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/32550,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20070419,https://swissvotes.ch/vote/567.00,1
568.0,2013-03-03,2011-2015,Volksinitiative,Initiative «gegen die Abzockerei»,3,46.74,1.0,67.96,5174961.0,2418825.0,2378159.0,34173.0,Wirtschaft,Wirtschaftspolitik,Gesellschaftsrecht,2.0,3,3,3,.,.,.,.,237,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,,2.0,2.0,,,,,2.0,2.0,,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/14148,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20080080,https://swissvotes.ch/vote/568.00,3
569.0,2013-03-03,2011-2015,Fakultatives Referendum,Raumplanungsgesetz,3,46.51,1.0,62.89,5174961.0,2406787.0,2348456.0,51840.0,Umwelt & Lebensraum,Boden,Raumplanung,1.0,1,1,1,30,10,108,77,700,2.0,1.0,2.0,,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,,2.0,,1.0,1.0,,,,,2.0,2.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,https://anneepolitique.swiss/prozesse/24401,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20100019,https://swissvotes.ch/vote/569.00,2
570.0,2013-06-09,2011-2015,Volksinitiative,Initiative «Volkswahl des Bundesrates»,2,39.52,0.0,23.66,5184334.0,2048664.0,2030371.0,12777.0,Staatsordnung,Institutionen,"Regierung, Verwaltung",2.0,2,2,2,5,34,49,137,207,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,1.0,1.0,2.0,2.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/2980,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20120056,https://swissvotes.ch/vote/570.00,3
571.0,2013-06-09,2011-2015,Fakultatives Referendum,Asylgesetz,2,39.43,1.0,78.45,5184334.0,2044092.0,2005181.0,33033.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Asylpolitik,1.0,1,1,1,36,9,122,49,637,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/32920,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20100052,https://swissvotes.ch/vote/571.00,2
572.0,2013-09-22,2011-2015,Volksinitiative,Initiative zur Aufhebung der Wehrpflicht,3,46.89,0.0,26.79,5195333.0,2436112.0,2407796.0,21782.0,Sicherheitspolitik,Armee,Militärorganisation,2.0,2,2,2,8,32,57,128,195,2.0,1.0,2.0,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/13027,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20120073,https://swissvotes.ch/vote/572.00,3
573.0,2013-09-22,2011-2015,Fakultatives Referendum,Epidemiengesetz,3,46.67,1.0,60.0,5195333.0,2424629.0,2361128.0,56284.0,Sozial- und Gesellschaftspolitik,Gesundheit,Gesundheitspolitik,1.0,1,1,1,40,2,149,14,774,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,https://anneepolitique.swiss/prozesse/28757,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20100107,https://swissvotes.ch/vote/573.00,2
